TITLE: Bill of Materials
DATE: 04/16/2021
DESIGN: pc053e_toplevel
TEMPLATE: /projects/HEP_Instrumentation/cad/tools/cadence_templates/spreadsheet-format_1per_line.bom
CALLOUT: 

Part Name,Ref Des,Qty,PART_NUMBER,PART_DESCRIPTION,OL_COMMENTS,KL_COMMENTS,PL_COMMENTS,Do Not Fit,MANUFACTURER,CASE,JEDEC_TYPE
"RSMD0402_1/16W-4.7K,1%",R15,1,R0402_4K7_1%_0.063W_200PPM,?,?,?,?,?,GENERIC,0402,C0402
"RSMD0402_1/16W-4.7K,1%",R14,1,R0402_4K7_1%_0.063W_200PPM,?,?,?,?,?,GENERIC,0402,C0402
"RSMD0402_1/16W-4.7K,1%",R13,1,R0402_4K7_1%_0.063W_200PPM,?,?,?,?,?,GENERIC,0402,C0402
"RSMD0402_1/16W-51,1%",R63,1,R0402_51R_1%_0.063W_200PPM,?,?,?,?,?,GENERIC,0402,C0402
"RSMD0402_1/16W-51,1%",R62,1,R0402_51R_1%_0.063W_200PPM,?,?,?,?,?,GENERIC,0402,C0402
"RSMD0402_1/16W-51,1%",R46,1,R0402_51R_1%_0.063W_200PPM,?,?,?,?,?,GENERIC,0402,C0402
"RSMD0402_1/16W-51,1%",R45,1,R0402_51R_1%_0.063W_200PPM,?,?,?,?,?,GENERIC,0402,C0402
"RSMD0402_1/16W-51,1%",R31,1,R0402_51R_1%_0.063W_200PPM,?,?,?,?,?,GENERIC,0402,C0402
"RSMD0402_1/16W-51,1%",R30,1,R0402_51R_1%_0.063W_200PPM,?,?,?,?,?,GENERIC,0402,C0402
"RSMD0402_1/16W-51,1%",R27,1,R0402_51R_1%_0.063W_200PPM,?,?,?,?,?,GENERIC,0402,C0402
"RSMD0402_1/16W-750,1%",R56,1,R0402_750R_1%_0.063W_200PPM,?,?,?,?,?,GENERIC,0402,C0402
"RSMD0402_1/16W-750,1%",R51,1,R0402_750R_1%_0.063W_200PPM,?,?,?,?,?,GENERIC,0402,C0402
"RSMD0402_1/16W-750,1%",R50,1,R0402_750R_1%_0.063W_200PPM,?,?,?,?,?,GENERIC,0402,C0402
"RSMD0603_-00,",R55,1,R0603_00_JUMPER,?,?,?,?,?,GENERIC,0603,C0603
"RSMD0603_-00,",R54,1,R0603_00_JUMPER,?,?,?,?,?,GENERIC,0603,C0603
"RSMD0603_-00,",R53,1,R0603_00_JUMPER,?,?,?,?,?,GENERIC,0603,C0603
"RSMD0603_-00,",R52,1,R0603_00_JUMPER,?,?,?,?,?,GENERIC,0603,C0603
"RSMD0603_-00,",R34,1,R0603_00_JUMPER,?,?,?,?,?,GENERIC,0603,C0603
"RSMD0603_-00,",R12,1,R0603_00_JUMPER,?,?,?,?,?,GENERIC,0603,C0603
"RSMD0603_1/10W-33,1%",R49,1,R0603_33R_1%_0.1W_100PPM,?,?,?,?,?,GENERIC,0603,C0603
"RSMD0603_1/10W-33,1%",R48,1,R0603_33R_1%_0.1W_100PPM,?,?,?,?,?,GENERIC,0603,C0603
"RSMD0603_1/10W-33,1%",R47,1,R0603_33R_1%_0.1W_100PPM,?,?,?,?,?,GENERIC,0603,C0603
SFP_CAGE-SP-74737-004,SFP1,1,74737-004,?,?,?,?,?,MOLEX,_,MOLEX_74737004
SI5394A/B-A-GM,IC4,1,Si5394A/B-A-GM,?,?,?,?,?,SILICON LABS,QFN44,QFN50P700X700X90-45N-S530
SN74AVC1T45DCKR,IC16,1,SN74AVC1T45DCKR,?,?,?,?,?,TEXAS INSTRUMENTS,SOT23-6,SOT95P280X145-6N
SN74AVC1T45DCKR,IC14,1,SN74AVC1T45DCKR,?,?,?,?,?,TEXAS INSTRUMENTS,SOT23-6,SOT95P280X145-6N
SN74AVC4T245PW,IC10,1,SN74AVC4T245PW,?,?,?,?,?,TEXAS INSTRUMENTS,TSSOP16,TSSOP16MA_065
SN74LVC2GU04DCK,IC18,1,SN74LVC2GU04DCK,?,?,?,?,?,TEXAS INSTRUMENTS,SC70,SC70_6L
SY58608UMG,IC17,1,SY58608UMG,?,?,?,?,?,MICREL,QFN16,QFN50P300X300X90-17N-S160
SY58608UMG,IC13,1,SY58608UMG,?,?,?,?,?,MICREL,QFN16,QFN50P300X300X90-17N-S160
TPS799185DDCTG4,REG1,1,TPS799185DDCTG4,?,?,?,?,?,TEXAS INSTRUMENTS,SOT23_5,SOT95P280X110-5N
TP_HOLE-0.8MM,TP11,1,TP_HOLE_0.8mm,?,?,?,?,?,?,_,TP_HOLE_08
TP_HOLE-0.8MM,TP10,1,TP_HOLE_0.8mm,?,?,?,?,?,?,_,TP_HOLE_08
TP_HOLE-0.8MM,TP9,1,TP_HOLE_0.8mm,?,?,?,?,?,?,_,TP_HOLE_08
TOTAL, ,200, , , , , , , , , 
